,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,references,comments,organization,creation_date,last_update
500,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1055.004,Asynchronous Procedure Call,14.1,enterprise,[],,,01/13/2022,01/13/2022
501,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1055.004,Asynchronous Procedure Call,14.1,enterprise,[],,,01/13/2022,01/13/2022
502,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1055.005,Thread Local Storage,14.1,enterprise,[],,,01/13/2022,01/13/2022
503,nist_800_53,rev5,System and Communications Protection,SC-18,Mobile Code,Protects,T1055.005,Thread Local Storage,14.1,enterprise,[],,,01/13/2022,01/13/2022
504,nist_800_53,rev5,System and Communications Protection,SC-07,Boundary Protection,Protects,T1055.005,Thread Local Storage,14.1,enterprise,[],,,01/13/2022,01/13/2022
505,nist_800_53,rev5,System and Information Integrity,SI-02,Flaw Remediation,Protects,T1055.005,Thread Local Storage,14.1,enterprise,[],,,01/13/2022,01/13/2022
506,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1055.005,Thread Local Storage,14.1,enterprise,[],,,01/13/2022,01/13/2022
507,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1055.005,Thread Local Storage,14.1,enterprise,[],,,01/13/2022,01/13/2022
508,nist_800_53,rev5,Access Control,AC-02,Account Management,Protects,T1055.008,Ptrace System Calls,14.1,enterprise,[],,,01/13/2022,01/13/2022
509,nist_800_53,rev5,Access Control,AC-03,Access Enforcement,Protects,T1055.008,Ptrace System Calls,14.1,enterprise,[],,,01/13/2022,01/13/2022
510,nist_800_53,rev5,Access Control,AC-05,Separation of Duties,Protects,T1055.008,Ptrace System Calls,14.1,enterprise,[],,,01/13/2022,01/13/2022
511,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1055.008,Ptrace System Calls,14.1,enterprise,[],,,01/13/2022,01/13/2022
512,nist_800_53,rev5,Configuration Management,CM-05,Access Restrictions for Change,Protects,T1055.008,Ptrace System Calls,14.1,enterprise,[],,,01/13/2022,01/13/2022
513,nist_800_53,rev5,Configuration Management,CM-06,Configuration Settings,Protects,T1055.008,Ptrace System Calls,14.1,enterprise,[],,,01/13/2022,01/13/2022
514,nist_800_53,rev5,Identification and Authentication,IA-02,Identification and Authentication (organizational Users),Protects,T1055.008,Ptrace System Calls,14.1,enterprise,[],,,01/13/2022,01/13/2022
515,nist_800_53,rev5,System and Communications Protection,SC-18,Mobile Code,Protects,T1055.008,Ptrace System Calls,14.1,enterprise,[],,,01/13/2022,01/13/2022
516,nist_800_53,rev5,System and Communications Protection,SC-07,Boundary Protection,Protects,T1055.008,Ptrace System Calls,14.1,enterprise,[],,,01/13/2022,01/13/2022
517,nist_800_53,rev5,System and Information Integrity,SI-02,Flaw Remediation,Protects,T1055.008,Ptrace System Calls,14.1,enterprise,[],,,01/13/2022,01/13/2022
518,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1055.008,Ptrace System Calls,14.1,enterprise,[],,,01/13/2022,01/13/2022
519,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1055.008,Ptrace System Calls,14.1,enterprise,[],,,01/13/2022,01/13/2022
520,nist_800_53,rev5,Access Control,AC-03,Access Enforcement,Protects,T1055.009,Proc Memory,14.1,enterprise,[],,,01/13/2022,01/13/2022
521,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1055.009,Proc Memory,14.1,enterprise,[],,,01/13/2022,01/13/2022
522,nist_800_53,rev5,Security Assessment and Authorization,CA-07,Continuous Monitoring,Protects,T1055.009,Proc Memory,14.1,enterprise,[],,,01/13/2022,01/13/2022
523,nist_800_53,rev5,System and Communications Protection,SC-18,Mobile Code,Protects,T1055.009,Proc Memory,14.1,enterprise,[],,,01/13/2022,01/13/2022
524,nist_800_53,rev5,System and Communications Protection,SC-07,Boundary Protection,Protects,T1055.009,Proc Memory,14.1,enterprise,[],,,01/13/2022,01/13/2022
525,nist_800_53,rev5,System and Information Integrity,SI-16,Memory Protection,Protects,T1055.009,Proc Memory,14.1,enterprise,[],,,01/13/2022,01/13/2022
526,nist_800_53,rev5,System and Information Integrity,SI-02,Flaw Remediation,Protects,T1055.009,Proc Memory,14.1,enterprise,[],,,01/13/2022,01/13/2022
527,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1055.009,Proc Memory,14.1,enterprise,[],,,01/13/2022,01/13/2022
528,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1055.009,Proc Memory,14.1,enterprise,[],,,01/13/2022,01/13/2022
529,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1055.011,Extra Window Memory Injection,14.1,enterprise,[],,,01/13/2022,01/13/2022
530,nist_800_53,rev5,System and Communications Protection,SC-18,Mobile Code,Protects,T1055.011,Extra Window Memory Injection,14.1,enterprise,[],,,01/13/2022,01/13/2022
531,nist_800_53,rev5,System and Communications Protection,SC-07,Boundary Protection,Protects,T1055.011,Extra Window Memory Injection,14.1,enterprise,[],,,01/13/2022,01/13/2022
532,nist_800_53,rev5,System and Information Integrity,SI-02,Flaw Remediation,Protects,T1055.011,Extra Window Memory Injection,14.1,enterprise,[],,,01/13/2022,01/13/2022
533,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1055.011,Extra Window Memory Injection,14.1,enterprise,[],,,01/13/2022,01/13/2022
534,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1055.011,Extra Window Memory Injection,14.1,enterprise,[],,,01/13/2022,01/13/2022
535,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1055.013,Process Doppelgänging,14.1,enterprise,[],,,01/13/2022,01/13/2022
536,nist_800_53,rev5,System and Communications Protection,SC-18,Mobile Code,Protects,T1055.013,Process Doppelgänging,14.1,enterprise,[],,,01/13/2022,01/13/2022
537,nist_800_53,rev5,System and Communications Protection,SC-07,Boundary Protection,Protects,T1055.013,Process Doppelgänging,14.1,enterprise,[],,,01/13/2022,01/13/2022
538,nist_800_53,rev5,System and Information Integrity,SI-02,Flaw Remediation,Protects,T1055.013,Process Doppelgänging,14.1,enterprise,[],,,01/13/2022,01/13/2022
539,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1055.013,Process Doppelgänging,14.1,enterprise,[],,,01/13/2022,01/13/2022
540,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1055.013,Process Doppelgänging,14.1,enterprise,[],,,01/13/2022,01/13/2022
541,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1055.014,VDSO Hijacking,14.1,enterprise,[],,,01/13/2022,01/13/2022
542,nist_800_53,rev5,System and Communications Protection,SC-18,Mobile Code,Protects,T1055.014,VDSO Hijacking,14.1,enterprise,[],,,01/13/2022,01/13/2022
543,nist_800_53,rev5,System and Communications Protection,SC-07,Boundary Protection,Protects,T1055.014,VDSO Hijacking,14.1,enterprise,[],,,01/13/2022,01/13/2022
544,nist_800_53,rev5,System and Information Integrity,SI-02,Flaw Remediation,Protects,T1055.014,VDSO Hijacking,14.1,enterprise,[],,,01/13/2022,01/13/2022
545,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1055.014,VDSO Hijacking,14.1,enterprise,[],,,01/13/2022,01/13/2022
546,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1055.014,VDSO Hijacking,14.1,enterprise,[],,,01/13/2022,01/13/2022
547,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1055.015,ListPlanting,14.1,enterprise,[],,,01/13/2022,01/13/2022
548,nist_800_53,rev5,Security Assessment and Authorization,CA-07,Continuous Monitoring,Protects,T1056.002,GUI Input Capture,14.1,enterprise,[],,,01/13/2022,01/13/2022
549,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1056.002,GUI Input Capture,14.1,enterprise,[],,,01/13/2022,01/13/2022
550,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1056.002,GUI Input Capture,14.1,enterprise,[],,,01/13/2022,01/13/2022
551,nist_800_53,rev5,System and Information Integrity,SI-07,"Software, Firmware, and Information Integrity",Protects,T1056.002,GUI Input Capture,14.1,enterprise,[],,,01/13/2022,01/13/2022
552,nist_800_53,rev5,Access Control,AC-02,Account Management,Protects,T1056.003,Web Portal Capture,14.1,enterprise,[],,,01/13/2022,01/13/2022
553,nist_800_53,rev5,Access Control,AC-03,Access Enforcement,Protects,T1056.003,Web Portal Capture,14.1,enterprise,[],,,01/13/2022,01/13/2022
554,nist_800_53,rev5,Access Control,AC-05,Separation of Duties,Protects,T1056.003,Web Portal Capture,14.1,enterprise,[],,,01/13/2022,01/13/2022
555,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1056.003,Web Portal Capture,14.1,enterprise,[],,,01/13/2022,01/13/2022
556,nist_800_53,rev5,Configuration Management,CM-05,Access Restrictions for Change,Protects,T1056.003,Web Portal Capture,14.1,enterprise,[],,,01/13/2022,01/13/2022
557,nist_800_53,rev5,Configuration Management,CM-06,Configuration Settings,Protects,T1056.003,Web Portal Capture,14.1,enterprise,[],,,01/13/2022,01/13/2022
558,nist_800_53,rev5,Identification and Authentication,IA-02,Identification and Authentication (organizational Users),Protects,T1056.003,Web Portal Capture,14.1,enterprise,[],,,01/13/2022,01/13/2022
559,nist_800_53,rev5,Access Control,AC-17,Remote Access,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
560,nist_800_53,rev5,Access Control,AC-02,Account Management,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
561,nist_800_53,rev5,Access Control,AC-03,Access Enforcement,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
562,nist_800_53,rev5,Access Control,AC-05,Separation of Duties,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
563,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
564,nist_800_53,rev5,Security Assessment and Authorization,CA-07,Continuous Monitoring,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
565,nist_800_53,rev5,Security Assessment and Authorization,CA-08,Penetration Testing,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
566,nist_800_53,rev5,Configuration Management,CM-11,User-installed Software,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
567,nist_800_53,rev5,Configuration Management,CM-02,Baseline Configuration,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
568,nist_800_53,rev5,Configuration Management,CM-05,Access Restrictions for Change,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
569,nist_800_53,rev5,Configuration Management,CM-06,Configuration Settings,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
570,nist_800_53,rev5,Configuration Management,CM-07,Least Functionality,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
571,nist_800_53,rev5,Configuration Management,CM-08,System Component Inventory,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
572,nist_800_53,rev5,Identification and Authentication,IA-02,Identification and Authentication (organizational Users),Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
573,nist_800_53,rev5,Identification and Authentication,IA-08,Identification and Authentication (non-organizational Users),Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
574,nist_800_53,rev5,Identification and Authentication,IA-09,Service Identification and Authentication,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
575,nist_800_53,rev5,Risk Assessment,RA-05,Vulnerability Monitoring and Scanning,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
576,nist_800_53,rev5,System and Communications Protection,SC-18,Mobile Code,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
577,nist_800_53,rev5,System and Information Integrity,SI-10,Information Input Validation,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
578,nist_800_53,rev5,System and Information Integrity,SI-16,Memory Protection,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
579,nist_800_53,rev5,System and Information Integrity,SI-02,Flaw Remediation,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
580,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
581,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
582,nist_800_53,rev5,System and Information Integrity,SI-07,"Software, Firmware, and Information Integrity",Protects,T1059,Command and Scripting Interpreter,14.1,enterprise,[],,,01/13/2022,01/13/2022
583,nist_800_53,rev5,Access Control,AC-17,Remote Access,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
584,nist_800_53,rev5,Access Control,AC-02,Account Management,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
585,nist_800_53,rev5,Access Control,AC-03,Access Enforcement,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
586,nist_800_53,rev5,Access Control,AC-05,Separation of Duties,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
587,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
588,nist_800_53,rev5,Configuration Management,CM-02,Baseline Configuration,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
589,nist_800_53,rev5,Configuration Management,CM-05,Access Restrictions for Change,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
590,nist_800_53,rev5,Configuration Management,CM-06,Configuration Settings,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
591,nist_800_53,rev5,Configuration Management,CM-08,System Component Inventory,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
592,nist_800_53,rev5,Identification and Authentication,IA-02,Identification and Authentication (organizational Users),Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
593,nist_800_53,rev5,Identification and Authentication,IA-08,Identification and Authentication (non-organizational Users),Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
594,nist_800_53,rev5,Identification and Authentication,IA-09,Service Identification and Authentication,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
595,nist_800_53,rev5,Risk Assessment,RA-05,Vulnerability Monitoring and Scanning,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
596,nist_800_53,rev5,System and Information Integrity,SI-10,Information Input Validation,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
597,nist_800_53,rev5,System and Information Integrity,SI-16,Memory Protection,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
598,nist_800_53,rev5,System and Information Integrity,SI-02,Flaw Remediation,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
599,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
600,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
601,nist_800_53,rev5,System and Information Integrity,SI-07,"Software, Firmware, and Information Integrity",Protects,T1059.001,PowerShell,14.1,enterprise,[],,,01/13/2022,01/13/2022
602,nist_800_53,rev5,Access Control,AC-17,Remote Access,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
603,nist_800_53,rev5,Access Control,AC-02,Account Management,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
604,nist_800_53,rev5,Access Control,AC-03,Access Enforcement,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
605,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
606,nist_800_53,rev5,Configuration Management,CM-02,Baseline Configuration,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
607,nist_800_53,rev5,Configuration Management,CM-06,Configuration Settings,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
608,nist_800_53,rev5,Identification and Authentication,IA-09,Service Identification and Authentication,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
609,nist_800_53,rev5,System and Information Integrity,SI-10,Information Input Validation,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
610,nist_800_53,rev5,System and Information Integrity,SI-16,Memory Protection,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
611,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
612,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
613,nist_800_53,rev5,System and Information Integrity,SI-07,"Software, Firmware, and Information Integrity",Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
614,nist_800_53,rev5,Supply Chain Risk Management,SR-11,Component Authenticity,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
615,nist_800_53,rev5,Supply Chain Risk Management,SR-04,Provenance,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
616,nist_800_53,rev5,Supply Chain Risk Management,SR-05,"Acquisition Strategies, Tools, and Methods",Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
617,nist_800_53,rev5,Supply Chain Risk Management,SR-06,Supplier Assessments and Reviews,Protects,T1059.002,AppleScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
618,nist_800_53,rev5,Access Control,AC-17,Remote Access,Protects,T1059.003,Windows Command Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
619,nist_800_53,rev5,Access Control,AC-02,Account Management,Protects,T1059.003,Windows Command Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
620,nist_800_53,rev5,Access Control,AC-03,Access Enforcement,Protects,T1059.003,Windows Command Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
621,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1059.003,Windows Command Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
622,nist_800_53,rev5,Configuration Management,CM-02,Baseline Configuration,Protects,T1059.003,Windows Command Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
623,nist_800_53,rev5,Configuration Management,CM-06,Configuration Settings,Protects,T1059.003,Windows Command Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
624,nist_800_53,rev5,System and Information Integrity,SI-10,Information Input Validation,Protects,T1059.003,Windows Command Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
625,nist_800_53,rev5,System and Information Integrity,SI-16,Memory Protection,Protects,T1059.003,Windows Command Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
626,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1059.003,Windows Command Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
627,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1059.003,Windows Command Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
628,nist_800_53,rev5,System and Information Integrity,SI-07,"Software, Firmware, and Information Integrity",Protects,T1059.003,Windows Command Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
629,nist_800_53,rev5,Access Control,AC-17,Remote Access,Protects,T1059.004,Unix Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
630,nist_800_53,rev5,Access Control,AC-02,Account Management,Protects,T1059.004,Unix Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
631,nist_800_53,rev5,Access Control,AC-03,Access Enforcement,Protects,T1059.004,Unix Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
632,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1059.004,Unix Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
633,nist_800_53,rev5,Configuration Management,CM-02,Baseline Configuration,Protects,T1059.004,Unix Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
634,nist_800_53,rev5,Configuration Management,CM-06,Configuration Settings,Protects,T1059.004,Unix Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
635,nist_800_53,rev5,System and Information Integrity,SI-10,Information Input Validation,Protects,T1059.004,Unix Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
636,nist_800_53,rev5,System and Information Integrity,SI-16,Memory Protection,Protects,T1059.004,Unix Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
637,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1059.004,Unix Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
638,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1059.004,Unix Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
639,nist_800_53,rev5,System and Information Integrity,SI-07,"Software, Firmware, and Information Integrity",Protects,T1059.004,Unix Shell,14.1,enterprise,[],,,01/13/2022,01/13/2022
640,nist_800_53,rev5,Access Control,AC-17,Remote Access,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
641,nist_800_53,rev5,Access Control,AC-02,Account Management,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
642,nist_800_53,rev5,Access Control,AC-03,Access Enforcement,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
643,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
644,nist_800_53,rev5,Security Assessment and Authorization,CA-07,Continuous Monitoring,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
645,nist_800_53,rev5,Configuration Management,CM-02,Baseline Configuration,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
646,nist_800_53,rev5,Configuration Management,CM-06,Configuration Settings,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
647,nist_800_53,rev5,Configuration Management,CM-07,Least Functionality,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
648,nist_800_53,rev5,Configuration Management,CM-08,System Component Inventory,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
649,nist_800_53,rev5,Risk Assessment,RA-05,Vulnerability Monitoring and Scanning,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
650,nist_800_53,rev5,System and Communications Protection,SC-18,Mobile Code,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
651,nist_800_53,rev5,System and Information Integrity,SI-10,Information Input Validation,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
652,nist_800_53,rev5,System and Information Integrity,SI-16,Memory Protection,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
653,nist_800_53,rev5,System and Information Integrity,SI-02,Flaw Remediation,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
654,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
655,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
656,nist_800_53,rev5,System and Information Integrity,SI-07,"Software, Firmware, and Information Integrity",Protects,T1059.005,Visual Basic,14.1,enterprise,[],,,01/13/2022,01/13/2022
657,nist_800_53,rev5,Access Control,AC-17,Remote Access,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
658,nist_800_53,rev5,Access Control,AC-02,Account Management,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
659,nist_800_53,rev5,Access Control,AC-03,Access Enforcement,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
660,nist_800_53,rev5,Access Control,AC-06,Least Privilege,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
661,nist_800_53,rev5,Configuration Management,CM-11,User-installed Software,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
662,nist_800_53,rev5,Configuration Management,CM-02,Baseline Configuration,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
663,nist_800_53,rev5,Configuration Management,CM-03,Configuration Change Control,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
664,nist_800_53,rev5,Configuration Management,CM-05,Access Restrictions for Change,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
665,nist_800_53,rev5,Configuration Management,CM-06,Configuration Settings,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
666,nist_800_53,rev5,System and Information Integrity,SI-10,Information Input Validation,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
667,nist_800_53,rev5,System and Information Integrity,SI-16,Memory Protection,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
668,nist_800_53,rev5,System and Information Integrity,SI-02,Flaw Remediation,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
669,nist_800_53,rev5,System and Information Integrity,SI-03,Malicious Code Protection,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
670,nist_800_53,rev5,System and Information Integrity,SI-04,System Monitoring,Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
671,nist_800_53,rev5,System and Information Integrity,SI-07,"Software, Firmware, and Information Integrity",Protects,T1059.006,Python,14.1,enterprise,[],,,01/13/2022,01/13/2022
672,nist_800_53,rev5,Access Control,AC-17,Remote Access,Protects,T1059.007,JavaScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
673,nist_800_53,rev5,Access Control,AC-02,Account Management,Protects,T1059.007,JavaScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
674,nist_800_53,rev5,Access Control,AC-03,Access Enforcement,Protects,T1059.007,JavaScript,14.1,enterprise,[],,,01/13/2022,01/13/2022
